SMILES,V
c1c(c(c(cc1)C(C)C)N1[PH](=S)N(c2c(cccc2C(C)C)C(C)C)[PH]1=S)C(C)C,2.579700015
c1(N2[PH](=S)N(c3c(C(C)C)cccc3C(C)C)[PH]2=S)c(cccc1C(C)C)C(C)C,2.579700015
C(C)(C)c1c(c(C(C)C)ccc1)N1[PH](=S)N([PH]1=S)c1c(cccc1C(C)C)C(C)C,2.579700015
C(c1cccc(C(C)C)c1N1[PH](N(c2c(cccc2C(C)C)C(C)C)[PH]1=S)=S)(C)C,2.579700015
c1(N2[PH](N([PH]2=S)c2c(cccc2C(C)C)C(C)C)=S)c(cccc1C(C)C)C(C)C,2.579700015
CC(c1cccc(C(C)C)c1N1[PH](=S)N([PH]1=S)c1c(cccc1C(C)C)C(C)C)C,2.579700015
CC(C)c1c(c(ccc1)C(C)C)N1[PH](N(c2c(C(C)C)cccc2C(C)C)[PH]1=S)=S,2.579700015
CC(C)c1cccc(C(C)C)c1N1[PH](=S)N(c2c(cccc2C(C)C)C(C)C)[PH]1=S,2.579700015
N1(c2c(C(C)C)cccc2C(C)C)[PH](=S)N(c2c(C(C)C)cccc2C(C)C)[PH]1=S,2.579700015
CC(C)c1c(c(ccc1)C(C)C)N1[PH](N([PH]1=S)c1c(cccc1C(C)C)C(C)C)=S,2.579700015
C(C)(C)c1c(N2[PH](=S)N([PH]2=S)c2c(cccc2C(C)C)C(C)C)c(ccc1)C(C)C,2.579700015
CC(C)c1c(c(C(C)C)ccc1)N1[PH](=S)N(c2c(cccc2C(C)C)C(C)C)[PH]1=S,2.579700015
N1(c2c(C(C)C)cccc2C(C)C)[PH](=S)N(c2c(cccc2C(C)C)C(C)C)[PH]1=S,2.579700015
N1([PH](=S)N(c2c(C(C)C)cccc2C(C)C)[PH]1=S)c1c(cccc1C(C)C)C(C)C,2.579700015
c1c(C(C)C)c(c(cc1)C(C)C)N1[PH](N([PH]1=S)c1c(C(C)C)cccc1C(C)C)=S,2.579700015
CC(C)c1c(N2[PH](N([PH]2=S)c2c(cccc2C(C)C)C(C)C)=S)c(ccc1)C(C)C,2.579700015
c12c(cccc1)[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
c1cccc2[n+](c3ccccc3[n+](c12)[O-])[O-],2.713400016
[n+]1(c2ccccc2[n+](c2c1cccc2)[O-])[O-],2.713400016
c12[n+](c3c([n+]([O-])c2cccc1)cccc3)[O-],2.713400016
c1c2c(ccc1)[n+]([O-])c1ccccc1[n+]2[O-],2.713400016
[n+]1(c2c(cccc2)[n+](c2ccccc12)[O-])[O-],2.713400016
c1ccc2[n+]([O-])c3c(cccc3)[n+](c2c1)[O-],2.713400016
c1c2c([n+]([O-])c3c(cccc3)[n+]2[O-])ccc1,2.713400016
c1cccc2c1[n+](c1c([n+]2[O-])cccc1)[O-],2.713400016
[n+]1([O-])c2ccccc2[n+](c2c1cccc2)[O-],2.713400016
[n+]1([O-])c2ccccc2[n+](c2c1cccc2)[O-],2.713400016
[O-][n+]1c2c([n+](c3c1cccc3)[O-])cccc2,2.713400016
c1cc2[n+](c3ccccc3[n+]([O-])c2cc1)[O-],2.713400016
c1c2c(ccc1)[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
[n+]1([O-])c2ccccc2[n+](c2ccccc21)[O-],2.713400016
c1cccc2[n+]([O-])c3ccccc3[n+]([O-])c21,2.713400016
c12c(cccc2)[n+]([O-])c2ccccc2[n+]1[O-],2.713400016
c12[n+]([O-])c3ccccc3[n+]([O-])c1cccc2,2.713400016
c1ccc2c([n+]([O-])c3c(cccc3)[n+]2[O-])c1,2.713400016
c1c2c([n+](c3ccccc3[n+]2[O-])[O-])ccc1,2.713400016
c12c([n+](c3ccccc3[n+]1[O-])[O-])cccc2,2.713400016
[n+]1(c2ccccc2[n+]([O-])c2c1cccc2)[O-],2.713400016
c1cccc2c1[n+]([O-])c1ccccc1[n+]2[O-],2.713400016
c1cc2c([n+]([O-])c3c([n+]2[O-])cccc3)cc1,2.713400016
c1cccc2[n+](c3ccccc3[n+](c12)[O-])[O-],2.713400016
c1c2[n+]([O-])c3c([n+](c2ccc1)[O-])cccc3,2.713400016
c12ccccc2[n+](c2ccccc2[n+]1[O-])[O-],2.713400016
c12ccccc2[n+](c2ccccc2[n+]1[O-])[O-],2.713400016
[O-][n+]1c2ccccc2[n+](c2ccccc12)[O-],2.713400016
[n+]1(c2ccccc2[n+](c2ccccc12)[O-])[O-],2.713400016
c1cccc2[n+]([O-])c3ccccc3[n+](c12)[O-],2.713400016
c12c(cccc1)[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
c1cccc2c1[n+]([O-])c1c(cccc1)[n+]2[O-],2.713400016
c12[n+](c3ccccc3[n+]([O-])c1cccc2)[O-],2.713400016
c1ccc2c([n+](c3c([n+]2[O-])cccc3)[O-])c1,2.713400016
[n+]1([O-])c2ccccc2[n+](c2ccccc21)[O-],2.713400016
c1c2c(ccc1)[n+](c1c([n+]2[O-])cccc1)[O-],2.713400016
c12[n+](c3c([n+](c2cccc1)[O-])cccc3)[O-],2.713400016
[n+]1([O-])c2ccccc2[n+](c2ccccc12)[O-],2.713400016
c1cc2[n+](c3ccccc3[n+](c2cc1)[O-])[O-],2.713400016
c12ccccc2[n+]([O-])c2c(cccc2)[n+]1[O-],2.713400016
c12[n+](c3ccccc3[n+](c1cccc2)[O-])[O-],2.713400016
c1cc2[n+]([O-])c3c([n+]([O-])c2cc1)cccc3,2.713400016
c12c([n+]([O-])c3c([n+]2[O-])cccc3)cccc1,2.713400016
c12c([n+]([O-])c3ccccc3[n+]2[O-])cccc1,2.713400016
[n+]1(c2ccccc2[n+]([O-])c2c1cccc2)[O-],2.713400016
[O-][n+]1c2ccccc2[n+]([O-])c2c1cccc2,2.713400016
c12ccccc1[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
c1cc2[n+](c3ccccc3[n+](c2cc1)[O-])[O-],2.713400016
[O-][n+]1c2c(cccc2)[n+](c2c1cccc2)[O-],2.713400016
c1c2c(ccc1)[n+]([O-])c1c([n+]2[O-])cccc1,2.713400016
c1ccc2[n+](c3ccccc3[n+]([O-])c2c1)[O-],2.713400016
[O-][n+]1c2ccccc2[n+](c2c1cccc2)[O-],2.713400016
c12c(cccc2)[n+](c2ccccc2[n+]1[O-])[O-],2.713400016
c1cccc2c1[n+]([O-])c1c([n+]2[O-])cccc1,2.713400016
c1ccc2[n+]([O-])c3ccccc3[n+](c2c1)[O-],2.713400016
[O-][n+]1c2ccccc2[n+](c2ccccc21)[O-],2.713400016
c1c2c([n+](c3ccccc3[n+]2[O-])[O-])ccc1,2.713400016
c1c2[n+](c3c([n+](c2ccc1)[O-])cccc3)[O-],2.713400016
c1ccc2[n+]([O-])c3c(cccc3)[n+]([O-])c2c1,2.713400016
c1cccc2[n+]([O-])c3ccccc3[n+]([O-])c12,2.713400016
c1cc2c(cc1)[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
c1cc2[n+](c3ccccc3[n+](c2cc1)[O-])[O-],2.713400016
c12[n+](c3c(cccc3)[n+](c1cccc2)[O-])[O-],2.713400016
c1cc2c(cc1)[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
c12c(cccc2)[n+]([O-])c2ccccc2[n+]1[O-],2.713400016
c12c([n+]([O-])c3ccccc3[n+]1[O-])cccc2,2.713400016
c12[n+](c3ccccc3[n+]([O-])c1cccc2)[O-],2.713400016
c1c2c([n+]([O-])c3ccccc3[n+]2[O-])ccc1,2.713400016
c1ccc2c([n+]([O-])c3c(cccc3)[n+]2[O-])c1,2.713400016
c12[n+](c3ccccc3[n+]([O-])c1cccc2)[O-],2.713400016
c12c([n+]([O-])c3c(cccc3)[n+]2[O-])cccc1,2.713400016
c1ccc2c(c1)[n+]([O-])c1ccccc1[n+]2[O-],2.713400016
c1ccc2[n+]([O-])c3ccccc3[n+]([O-])c2c1,2.713400016
[O-][n+]1c2c([n+]([O-])c3ccccc31)cccc2,2.713400016
c1cc2[n+]([O-])c3ccccc3[n+](c2cc1)[O-],2.713400016
c1c2c([n+](c3c([n+]2[O-])cccc3)[O-])ccc1,2.713400016
c1c2c(ccc1)[n+](c1c(cccc1)[n+]2[O-])[O-],2.713400016
[O-][n+]1c2c(cccc2)[n+]([O-])c2c1cccc2,2.713400016
c1cc2c(cc1)[n+]([O-])c1ccccc1[n+]2[O-],2.713400016
[n+]1([O-])c2ccccc2[n+]([O-])c2ccccc12,2.713400016
c1ccc2[n+](c3ccccc3[n+](c2c1)[O-])[O-],2.713400016
[n+]1(c2c(cccc2)[n+]([O-])c2c1cccc2)[O-],2.713400016
c12ccccc2[n+](c2ccccc2[n+]1[O-])[O-],2.713400016
c1cc2[n+](c3c(cccc3)[n+]([O-])c2cc1)[O-],2.713400016
[n+]1(c2c(cccc2)[n+](c2c1cccc2)[O-])[O-],2.713400016
c1cc2[n+](c3c(cccc3)[n+](c2cc1)[O-])[O-],2.713400016
c1ccc2[n+](c3c(cccc3)[n+](c2c1)[O-])[O-],2.713400016
c1cc2c([n+]([O-])c3c(cccc3)[n+]2[O-])cc1,2.713400016
c12ccccc2[n+](c2c(cccc2)[n+]1[O-])[O-],2.713400016
[O-][n+]1c2ccccc2[n+]([O-])c2c1cccc2,2.713400016
c1ccc2[n+]([O-])c3ccccc3[n+]([O-])c2c1,2.713400016
c12ccccc2[n+]([O-])c2ccccc2[n+]1[O-],2.713400016
c12c(cccc2)[n+](c2c(cccc2)[n+]1[O-])[O-],2.713400016
c1cccc2c1[n+]([O-])c1ccccc1[n+]2[O-],2.713400016
c12ccccc2[n+](c2ccccc2[n+]1[O-])[O-],2.713400016
c12ccccc1[n+](c1ccccc1[n+]2[O-])[O-],2.713400016
[n+]1([O-])c2ccccc2[n+](c2c1cccc2)[O-],2.713400016
c12[n+]([O-])c3c([n+]([O-])c1cccc2)cccc3,2.713400016
c12ccccc2[n+]([O-])c2ccccc2[n+]1[O-],2.713400016
Fc1nc(c(F)c2[N+]([O-])=[N+](c3c(cc(cc3Cc21)C)C)[O-])F,3.524700021
Cc1cc(C)c2c(c1)Cc1c(c(c(nc1F)F)F)[N+](=[N+]2[O-])[O-],3.524700021
Fc1c(c2[N+](=[N+](c3c(cc(cc3Cc2c(F)n1)C)C)[O-])[O-])F,3.524700021
c12cc(cc(c1[N+]([O-])=[N+]([O-])c1c(C2)c(nc(F)c1F)F)C)C,3.524700021
[O-][N+]1c2c(c(nc(F)c2Cc2cc(C)cc(C)c2[N+]=1[O-])F)F,3.524700021
Fc1nc(c2c([N+](=[N+]([O-])c3c(C2)cc(C)cc3C)[O-])c1F)F,3.524700021
Cc1cc(c2c(Cc3c(c(F)c(F)nc3F)[N+]([O-])=[N+]2[O-])c1)C,3.524700021
Fc1c2c(Cc3cc(cc(c3[N+]([O-])=[N+]2[O-])C)C)c(nc1F)F,3.524700021
[O-][N+]1=[N+]([O-])c2c(F)c(F)nc(F)c2Cc2c1c(cc(c2)C)C,3.524700021
[O-][N+]1c2c(cc(C)cc2C)Cc2c([N+]=1[O-])c(c(F)nc2F)F,3.524700021
Fc1c2c([N+]([O-])=[N+](c3c(C2)cc(cc3C)C)[O-])c(c(n1)F)F,3.524700021
Cc1cc2Cc3c([N+]([O-])=[N+]([O-])c2c(c1)C)c(F)c(nc3F)F,3.524700021
c1c(c2c(Cc3c(F)nc(c(F)c3[N+]([O-])=[N+]2[O-])F)cc1C)C,3.524700021
c1(cc(C)c2c(Cc3c(F)nc(c(F)c3[N+](=[N+]2[O-])[O-])F)c1)C,3.524700021
Cc1c2[N+](=[N+]([O-])c3c(c(nc(c3F)F)F)Cc2cc(c1)C)[O-],3.524700021
[N+]1(c2c(Cc3c([N+]=1[O-])c(C)cc(c3)C)c(nc(c2F)F)F)[O-],3.524700021
[O-][N+]1c2c(cc(C)cc2Cc2c(F)nc(F)c(c2[N+]=1[O-])F)C,3.524700021
[O-][N+]1=[N+](c2c(Cc3c(F)nc(F)c(F)c31)cc(cc2C)C)[O-],3.524700021
c1c(cc(C)c2c1Cc1c(c(F)c(F)nc1F)[N+](=[N+]2[O-])[O-])C,3.524700021
c1(F)c(F)nc(c2Cc3c(c(cc(C)c3)C)[N+](=[N+](c12)[O-])[O-])F,3.524700021
n1c(c2c(c(F)c1F)[N+](=[N+]([O-])c1c(cc(cc1C)C)C2)[O-])F,3.524700021
c1(F)nc(F)c(F)c2c1Cc1cc(C)cc(C)c1[N+](=[N+]2[O-])[O-],3.524700021
c12cc(C)cc(C)c2[N+]([O-])=[N+](c2c(c(nc(c2F)F)F)C1)[O-],3.524700021
Fc1nc(c2Cc3cc(C)cc(c3[N+]([O-])=[N+](c2c1F)[O-])C)F,3.524700021
c12c(Cc3cc(cc(C)c3[N+](=[N+]1[O-])[O-])C)c(nc(F)c2F)F,3.524700021
Cc1cc(C)cc2c1[N+](=[N+]([O-])c1c(c(F)nc(F)c1F)C2)[O-],3.524700021
Fc1c(c2c(Cc3c([N+](=[N+]2[O-])[O-])c(C)cc(c3)C)c(n1)F)F,3.524700021
Cc1cc(c2[N+](=[N+](c3c(Cc2c1)c(nc(c3F)F)F)[O-])[O-])C,3.524700021
C1c2cc(C)cc(C)c2[N+]([O-])=[N+](c2c(c(nc(c12)F)F)F)[O-],3.524700021
Cc1c2[N+]([O-])=[N+]([O-])c3c(c(nc(c3F)F)F)Cc2cc(c1)C,3.524700021
c1c(C)c2[N+]([O-])=[N+](c3c(Cc2cc1C)c(F)nc(F)c3F)[O-],3.524700021
Fc1c(F)c2c(Cc3c(c(cc(C)c3)C)[N+](=[N+]2[O-])[O-])c(n1)F,3.524700021
[O-][N+]1c2c(cc(C)cc2Cc2c([N+]=1[O-])c(F)c(nc2F)F)C,3.524700021
Fc1nc(c2Cc3c(c(C)cc(c3)C)[N+](=[N+](c2c1F)[O-])[O-])F,3.524700021
Cc1cc2c(c(c1)C)[N+](=[N+]([O-])c1c(F)c(nc(c1C2)F)F)[O-],3.524700021
c1(nc(F)c(c2[N+](=[N+](c3c(Cc21)cc(C)cc3C)[O-])[O-])F)F,3.524700021
C1c2c([N+](=[N+]([O-])c3c(cc(C)cc31)C)[O-])c(c(nc2F)F)F,3.524700021
[N+]1([O-])=[N+](c2c(c(nc(c2F)F)F)Cc2cc(cc(C)c12)C)[O-],3.524700021
c1c(cc2c(c1C)[N+](=[N+]([O-])c1c(c(nc(c1F)F)F)C2)[O-])C,3.524700021
c1c(C)cc2Cc3c(F)nc(c(F)c3[N+]([O-])=[N+](c2c1C)[O-])F,3.524700021
n1c(F)c(F)c2[N+](=[N+](c3c(C)cc(cc3Cc2c1F)C)[O-])[O-],3.524700021
Cc1cc(C)c2c(Cc3c(nc(c(c3[N+]([O-])=[N+]2[O-])F)F)F)c1,3.524700021
c12[N+]([O-])=[N+]([O-])c3c(Cc2cc(C)cc1C)c(F)nc(c3F)F,3.524700021
Fc1nc(F)c(c2[N+](=[N+]([O-])c3c(Cc21)cc(C)cc3C)[O-])F,3.524700021
n1c(F)c(c2[N+]([O-])=[N+]([O-])c3c(cc(cc3C)C)Cc2c1F)F,3.524700021
C1c2c(c(c(nc2F)F)F)[N+]([O-])=[N+](c2c1cc(cc2C)C)[O-],3.524700021
c1(C)cc(cc2Cc3c(c(F)c(F)nc3F)[N+](=[N+](c12)[O-])[O-])C,3.524700021
c12Cc3c([N+](=[N+]([O-])c2c(cc(C)c1)C)[O-])c(c(F)nc3F)F,3.524700021
[O-][N+]1=[N+](c2c(cc(cc2Cc2c(nc(c(c12)F)F)F)C)C)[O-],3.524700021
Cc1c2c(cc(C)c1)Cc1c([N+](=[N+]2[O-])[O-])c(F)c(F)nc1F,3.524700021
Cc1cc(c2c(c1)Cc1c(c(c(F)nc1F)F)[N+]([O-])=[N+]2[O-])C,3.524700021
Fc1nc(F)c2c([N+]([O-])=[N+]([O-])c3c(cc(cc3C2)C)C)c1F,3.524700021
n1c(F)c2c([N+](=[N+]([O-])c3c(C)cc(C)cc3C2)[O-])c(F)c1F,3.524700021
Fc1nc(c(c2[N+](=[N+]([O-])c3c(cc(cc3C)C)Cc12)[O-])F)F,3.524700021
c12c(Cc3c(F)nc(F)c(F)c3[N+](=[N+]2[O-])[O-])cc(cc1C)C,3.524700021
Fc1c2c(c(F)nc1F)Cc1cc(cc(c1[N+](=[N+]2[O-])[O-])C)C,3.524700021
c1c(cc2Cc3c(nc(F)c(c3[N+]([O-])=[N+](c2c1C)[O-])F)F)C,3.524700021
Fc1c2Cc3c(c(cc(C)c3)C)[N+](=[N+]([O-])c2c(F)c(n1)F)[O-],3.524700021
c1(c2[N+]([O-])=[N+]([O-])c3c(c(F)nc(F)c3Cc2cc(c1)C)F)C,3.524700021
Cc1cc2c([N+](=[N+](c3c(c(nc(c3F)F)F)C2)[O-])[O-])c(C)c1,3.524700021
Fc1c2Cc3c([N+](=[N+]([O-])c2c(c(F)n1)F)[O-])c(cc(C)c3)C,3.524700021
c1c(c2c(cc1C)Cc1c([N+](=[N+]2[O-])[O-])c(c(F)nc1F)F)C,3.524700021
[O-][N+]1=[N+]([O-])c2c(C)cc(cc2Cc2c1c(F)c(nc2F)F)C,3.524700021
c1c(cc2Cc3c([N+]([O-])=[N+](c2c1C)[O-])c(F)c(nc3F)F)C,3.524700021
[N+]1(=[N+]([O-])c2c(cc(cc2C)C)Cc2c1c(c(F)nc2F)F)[O-],3.524700021
[N+]1(=[N+](c2c(cc(cc2Cc2c1c(F)c(F)nc2F)C)C)[O-])[O-],3.524700021
n1c(F)c(c2[N+](=[N+](c3c(cc(cc3Cc2c1F)C)C)[O-])[O-])F,3.524700021
c12cc(cc(c1[N+]([O-])=[N+]([O-])c1c(C2)c(F)nc(F)c1F)C)C,3.524700021
[O-][N+]1c2c(cc(cc2Cc2c(F)nc(F)c(F)c2[N+]=1[O-])C)C,3.524700021
c1(c2c(Cc3c(F)nc(F)c(c3[N+](=[N+]2[O-])[O-])F)cc(c1)C)C,3.524700021
C1c2c([N+](=[N+]([O-])c3c1c(nc(F)c3F)F)[O-])c(C)cc(c2)C,3.524700021
[N+]1(c2c(F)c(nc(F)c2Cc2c(c(cc(C)c2)C)[N+]=1[O-])F)[O-],3.524700021
[N+]1([O-])=[N+](c2c(c(F)nc(F)c2Cc2cc(C)cc(c21)C)F)[O-],3.524700021
c1(C)c2c(cc(c1)C)Cc1c(nc(F)c(c1[N+](=[N+]2[O-])[O-])F)F,3.524700021
c1(C)c2c(cc(c1)C)Cc1c(nc(F)c(c1[N+](=[N+]2[O-])[O-])F)F,3.524700021
c1c(cc2Cc3c(nc(c(c3[N+](=[N+]([O-])c2c1C)[O-])F)F)F)C,3.524700021
Fc1c(F)nc(F)c2Cc3c([N+](=[N+](c21)[O-])[O-])c(cc(C)c3)C,3.524700021
Fc1c2[N+](=[N+](c3c(C)cc(C)cc3Cc2c(nc1F)F)[O-])[O-],3.524700021
c1(C)cc(C)c2c(c1)Cc1c(F)nc(F)c(F)c1[N+]([O-])=[N+]2[O-],3.524700021
Fc1c2[N+](=[N+]([O-])c3c(cc(cc3C)C)Cc2c(F)nc1F)[O-],3.524700021
[O-][N+]1=[N+](c2c(C)cc(C)cc2Cc2c(F)nc(c(F)c21)F)[O-],3.524700021
c1c2c([N+](=[N+]([O-])c3c(C2)c(nc(c3F)F)F)[O-])c(C)cc1C,3.524700021
c12Cc3cc(cc(C)c3[N+](=[N+](c2c(F)c(F)nc1F)[O-])[O-])C,3.524700021
c12[N+](=[N+](c3c(cc(C)cc3C)Cc1c(nc(F)c2F)F)[O-])[O-],3.524700021
[O-][N+]1=[N+]([O-])c2c(Cc3c1c(C)cc(C)c3)c(F)nc(c2F)F,3.524700021
c1(F)c2c(c(nc1F)F)Cc1c(c(cc(C)c1)C)[N+]([O-])=[N+]2[O-],3.524700021
c12Cc3c([N+](=[N+]([O-])c2c(C)cc(C)c1)[O-])c(F)c(F)nc3F,3.524700021
c1(F)c2c(Cc3c(c(cc(C)c3)C)[N+]([O-])=[N+]2[O-])c(F)nc1F,3.524700021
c12[N+](=[N+]([O-])c3c(Cc2cc(cc1C)C)c(F)nc(F)c3F)[O-],3.524700021
c12c(c(cc(c1)C)C)[N+](=[N+]([O-])c1c(c(F)nc(c1C2)F)F)[O-],3.524700021
[O-][N+]1c2c(cc(C)cc2C)Cc2c(F)nc(F)c(c2[N+]=1[O-])F,3.524700021
[N+]1([O-])=[N+]([O-])c2c(c(F)nc(F)c2Cc2c1c(C)cc(c2)C)F,3.524700021
c1(c2c(c(F)c(F)n1)[N+]([O-])=[N+](c1c(C2)cc(C)cc1C)[O-])F,3.524700021
[N+]1([O-])=[N+](c2c(Cc3c1c(c(nc3F)F)F)cc(cc2C)C)[O-],3.524700021
c12c(cc(C)cc2C)Cc2c(nc(c(F)c2[N+](=[N+]1[O-])[O-])F)F,3.524700021
c1(c(nc(c2Cc3cc(cc(c3[N+]([O-])=[N+]([O-])c12)C)C)F)F)F,3.524700021
[O-][N+]1=[N+]([O-])c2c(c(F)nc(c2Cc2cc(cc(c21)C)C)F)F,3.524700021
c12[N+]([O-])=[N+](c3c(c(F)nc(c3F)F)Cc1cc(C)cc2C)[O-],3.524700021
Fc1c2c([N+]([O-])=[N+](c3c(C)cc(cc3C2)C)[O-])c(c(F)n1)F,3.524700021
Cc1c2c(cc(c1)C)Cc1c(c(F)c(F)nc1F)[N+](=[N+]2[O-])[O-],3.524700021
[N+]([O-])(=[N+](c1ccccc1)[O-])c1ccccc1,3.877900023
c1c(cccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1ccccc1[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
[N+](=[N+](c1ccccc1)[O-])([O-])c1ccccc1,3.877900023
c1cc([N+]([O-])=[N+](c2ccccc2)[O-])ccc1,3.877900023
c1ccccc1[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
[O-][N+](=[N+](c1ccccc1)[O-])c1ccccc1,3.877900023
c1ccccc1[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
c1cc([N+]([O-])=[N+]([O-])c2ccccc2)ccc1,3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
c1cccc([N+](=[N+](c2ccccc2)[O-])[O-])c1,3.877900023
c1ccc([N+](=[N+]([O-])c2ccccc2)[O-])cc1,3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
[O-][N+](=[N+](c1ccccc1)[O-])c1ccccc1,3.877900023
[N+]([O-])(=[N+]([O-])c1ccccc1)c1ccccc1,3.877900023
[N+](=[N+](c1ccccc1)[O-])([O-])c1ccccc1,3.877900023
[O-][N+](=[N+]([O-])c1ccccc1)c1ccccc1,3.877900023
[O-][N+](c1ccccc1)=[N+]([O-])c1ccccc1,3.877900023
c1ccccc1[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
c1ccc([N+](=[N+]([O-])c2ccccc2)[O-])cc1,3.877900023
c1cc([N+]([O-])=[N+]([O-])c2ccccc2)ccc1,3.877900023
[N+](c1ccccc1)([O-])=[N+]([O-])c1ccccc1,3.877900023
c1ccccc1[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
c1cc([N+]([O-])=[N+]([O-])c2ccccc2)ccc1,3.877900023
[O-][N+](=[N+](c1ccccc1)[O-])c1ccccc1,3.877900023
c1(ccccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1ccc(cc1)[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
c1cc(ccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1([N+]([O-])=[N+]([O-])c2ccccc2)ccccc1,3.877900023
c1c(cccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1ccccc1[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1cc(ccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1cc(ccc1)[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
c1c([N+]([O-])=[N+](c2ccccc2)[O-])cccc1,3.877900023
[O-][N+](=[N+]([O-])c1ccccc1)c1ccccc1,3.877900023
c1c(cccc1)[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
[N+](=[N+](c1ccccc1)[O-])(c1ccccc1)[O-],3.877900023
c1(ccccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1cc([N+]([O-])=[N+](c2ccccc2)[O-])ccc1,3.877900023
c1(ccccc1)[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
c1c(cccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1cc(ccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1c([N+](=[N+]([O-])c2ccccc2)[O-])cccc1,3.877900023
c1(ccccc1)[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
[N+](c1ccccc1)(=[N+](c1ccccc1)[O-])[O-],3.877900023
c1cc([N+]([O-])=[N+]([O-])c2ccccc2)ccc1,3.877900023
c1cccc(c1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1(ccccc1)[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
c1(ccccc1)[N+]([O-])=[N+](c1ccccc1)[O-],3.877900023
c1cc([N+](=[N+]([O-])c2ccccc2)[O-])ccc1,3.877900023
c1cc(ccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
[O-][N+](=[N+]([O-])c1ccccc1)c1ccccc1,3.877900023
[N+](=[N+]([O-])c1ccccc1)(c1ccccc1)[O-],3.877900023
[N+](c1ccccc1)(=[N+]([O-])c1ccccc1)[O-],3.877900023
c1([N+]([O-])=[N+]([O-])c2ccccc2)ccccc1,3.877900023
c1ccc([N+]([O-])=[N+]([O-])c2ccccc2)cc1,3.877900023
[O-][N+](=[N+]([O-])c1ccccc1)c1ccccc1,3.877900023
c1(ccccc1)[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
[O-][N+](c1ccccc1)=[N+]([O-])c1ccccc1,3.877900023
c1cc([N+]([O-])=[N+](c2ccccc2)[O-])ccc1,3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
c1(ccccc1)[N+]([O-])=[N+]([O-])c1ccccc1,3.877900023
c1cc([N+](=[N+](c2ccccc2)[O-])[O-])ccc1,3.877900023
c1c(cccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1([N+]([O-])=[N+]([O-])c2ccccc2)ccccc1,3.877900023
c1c([N+]([O-])=[N+](c2ccccc2)[O-])cccc1,3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
[N+](=[N+](c1ccccc1)[O-])(c1ccccc1)[O-],3.877900023
c1c(cccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
[O-][N+](c1ccccc1)=[N+]([O-])c1ccccc1,3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
c1(ccccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
[N+](c1ccccc1)([O-])=[N+](c1ccccc1)[O-],3.877900023
c1c(cccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1ccccc1[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1(ccccc1)[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
c1ccccc1[N+](=[N+]([O-])c1ccccc1)[O-],3.877900023
[N+](c1ccccc1)(=[N+]([O-])c1ccccc1)[O-],3.877900023
[O-][N+](c1ccccc1)=[N+](c1ccccc1)[O-],3.877900023
c1cc(ccc1)[N+](=[N+](c1ccccc1)[O-])[O-],3.877900023
c1([N+](=[N+]([O-])c2ccccc2)[O-])ccccc1,3.877900023
