SMILES,SF
Cc1[n+]([O-])cc([n+]([O-])c1)C,0.709548128
Cc1c[n+]([O-])c(C)c[n+]1[O-],0.709548128
c1[n+](c(C)c[n+]([O-])c1C)[O-],0.709548128
c1([n+]([O-])cc(C)[n+]([O-])c1)C,0.709548128
C(#N)C(=c1ccc(=c2ccc(=C(C#N)C#N)c3nsnc32)c2c1nsn2)C#N,0.410663948
c1cc(c2nsnc2c1=c1ccc(=C(C#N)C#N)c2c1nsn2)=C(C#N)C#N,0.410663948
c12nsnc2c(=C(C#N)C#N)ccc1=c1c2c(nsn2)c(=C(C#N)C#N)cc1,0.410663948
N#CC(C#N)=c1ccc(c2c1nsn2)=c1c2nsnc2c(cc1)=C(C#N)C#N,0.410663948
c1(=C(C#N)C#N)c2nsnc2c(cc1)=c1c2c(c(=C(C#N)C#N)cc1)nsn2,0.410663948
C(#N)C(C#N)=c1c2c(CCC2)c(cc1)=C(C#N)C#N,0.42625989
C(#N)C(=c1ccc(c2CCCc12)=C(C#N)C#N)C#N,0.42625989
C(C(C#N)=c1c2c(CCC2)c(=C(C#N)C#N)cc1)#N,0.42625989
N#CC(=c1ccc(=C(C#N)C#N)c2CCCc21)C#N,0.42625989
c1(=C(C#N)C#N)ccc(=C(C#N)C#N)c2CCCc21,0.42625989
C(=C=C1C=CN(C)C=C1c1c(C)cc(C)cc1C)=C1C(=CN(C=C1)C)c1c(cc(C)cc1C)C,0.802225645
Cc1cc(C)cc(c1C1C(C=CN(C)C=1)=C=C=C1C(=CN(C=C1)C)c1c(C)cc(cc1C)C)C,0.802225645
C(=C1C(=CN(C=C1)C)c1c(cc(cc1C)C)C)=C=C1C=CN(C)C=C1c1c(cc(C)cc1C)C,0.802225645
Cc1cc(cc(C)c1C1=CN(C=CC1=C=C=C1C=CN(C=C1c1c(cc(C)cc1C)C)C)C)C,0.802225645
Cc1c(c(cc(C)c1)C)C1=CN(C)C=CC1=C=C=C1C(c2c(C)cc(C)cc2C)=CN(C)C=C1,0.802225645
c1(c2=NC3([N+](=c2ccc1[N+](=O)[O-])[O-])CCCCC3)N,0.582593484
C1CC2(N=c3c(ccc([N+]([O-])=O)c3N)=[N+]2[O-])CCC1,0.582593484
c1c2=[N+]([O-])C3(N=c2c(c([N+]([O-])=O)c1)N)CCCCC3,0.582593484
C1CCCCC12N=c1c(N)c(ccc1=[N+]2[O-])[N+]([O-])=O,0.582593484
C1CCC2([N+](=c3ccc([N+](=O)[O-])c(N)c3=N2)[O-])CC1,0.582593484
C1c2ccccc2C2(C=1)[N+]([N-]c1ccccc12)=C1c2c(cccc2)C(=C1)c1ccccc1,0.576816206
c12C(c3ccccc3)=CC(=[N+]3[N-]c4c(C35c3ccccc3C=C5)cccc4)c1cccc2,0.576816206
c1cccc2C(c3ccccc3)=CC(=[N+]3[N-]c4c(cccc4)C34c3ccccc3C=C4)c12,0.576816206
[N+]1(=C2C=C(c3ccccc3)c3ccccc32)C2(C=Cc3c2cccc3)c2c([N-]1)cccc2,0.576816206
c12C(C=C(c3ccccc3)c2cccc1)=[N+]1[N-]c2c(cccc2)C21C=Cc1c2cccc1,0.576816206
c1cccc2C3=Nc4n(c(-c5ccccc5)c5ccccc45)[B-](F)(C#N)[N+]3=C(c21)c1ccccc1,0.365501723
F[B-]1(n2c(-c3ccccc3)c3c(c2N=C2[N+]1=C(c1ccccc1)c1c2cccc1)cccc3)C#N,0.365501723
c1c(cccc1)C1=[N+]2C(c3ccccc31)=Nc1n([B-]2(C#N)F)c(-c2ccccc2)c2ccccc12,0.365501723
c1cc2c3n([B-](C#N)([N+]4=C(c5ccccc5C4=N3)c3ccccc3)F)c(-c3ccccc3)c2cc1,0.365501723
F[B-]1(C#N)n2c(-c3ccccc3)c3ccccc3c2N=C2c3ccccc3C(=[N+]12)c1ccccc1,0.365501723
c1c(cccc1)CCCc1c(=C(C#N)C#N)cc(c(=C(C#N)C#N)c1)CCCc1ccccc1,0.382219292
C(C(C#N)=c1cc(CCCc2ccccc2)c(cc1CCCc1ccccc1)=C(C#N)C#N)#N,0.382219292
C(c1ccccc1)CCc1cc(=C(C#N)C#N)c(cc1=C(C#N)C#N)CCCc1ccccc1,0.382219292
N#CC(C#N)=c1cc(c(=C(C#N)C#N)cc1CCCc1ccccc1)CCCc1ccccc1,0.382219292
